Datasets\wb-DC.DAC.PRTL.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DC.DAC.SWEL.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DC.DAC.SWEL.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DC.DAC.TOTL.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DC.DAC.TOTL.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DC.DAC.USAL.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DC.DAC.USAL.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DC.ODA.TLDC.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DC.ODA.TLDC.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DC.ODA.TLDC.GN.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DC.ODA.TLDC.GN.ZS.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DC.ODA.TOTL.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DC.ODA.TOTL.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DC.ODA.TOTL.GN.ZS.data;2 or 3 levels;Low weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DC.ODA.TOTL.GN.ZS.dataflat.data;Single level;Low weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DC.ODA.TOTL.KD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DC.ODA.TOTL.KD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.AMT.BLAT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.BLTC.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.BLTC.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.DIMF.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.DIMF.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.DLTF.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.DLTF.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.DLXF.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.DLXF.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.DPNG.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.DPNG.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.DPPG.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.MIBR.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.MIBR.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.MIDA.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.AMT.MIDA.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.AMT.MLAT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.MLAT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.MLTC.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.MLTC.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.OFFT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.OFFT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.PBND.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.PBND.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.PNGB.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.PNGB.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.PNGC.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.PNGC.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.PROP.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.PROP.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AMT.PRVT.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AXA.DPPG.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AXA.PRVT.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.AXF.DPPG.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AXF.DPPG.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AXR.DPPG.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AXR.DPPG.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AXR.OFFT.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AXR.OFFT.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.AXR.PRVT.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.COM.DPPG.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.COM.DPPG.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.COM.MIBR.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.COM.MIBR.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.COM.MIDA.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.COM.MIDA.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.COM.OFFT.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.COM.OFFT.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.COM.PRVT.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.CUR.DMAK.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.DMAK.ZS.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.EURO.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.CUR.EURO.ZS.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.CUR.FFRC.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.FFRC.ZS.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.JYEN.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.JYEN.ZS.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.MULC.ZS.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.MULC.ZS.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.SDRW.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.SDRW.ZS.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.SWFR.ZS.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.CUR.SWFR.ZS.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.CUR.UKPS.ZS.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.UKPS.ZS.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.USDL.ZS.data;2 or 3 levels;Low weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.CUR.USDL.ZS.dataflat.data;Single level;Low weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DFR.DPPG.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DFR.DPPG.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.BLAT.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.BLTC.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.BLTC.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.DIMF.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.DIMF.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.DLTF.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.DLTF.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.DLXF.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.DLXF.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.DPNG.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.DPPG.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.DPPG.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.IDAG.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.IDAG.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.MIBR.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.MIBR.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.MIDA.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.MIDA.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.MLAT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.MLTC.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.MLTC.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.OFFT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.OFFT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PBND.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PBND.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PCBK.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PCBK.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PNGB.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PNGB.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PNGC.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PNGC.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PROP.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PROP.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DIS.PRVT.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.ALLC.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.ALLC.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.ALLC.ZS.data;2 or 3 levels;Low weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.ALLC.ZS.dataflat.data;Single level;Low weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.BLAT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.BLAT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.BLTC.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.BLTC.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DECT.CD.CG.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.DECT.CD.CG.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.DECT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DECT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DECT.EX.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DECT.EX.ZS.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DECT.GN.ZS.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DECT.GN.ZS.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DIMF.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.DIMF.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.DLXF.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DLXF.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DPNG.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DPPG.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DPPG.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DSTC.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.DSTC.IR.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.DSTC.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.DSTC.ZS.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.MDRI.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.MDRI.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.MIBR.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MIBR.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MIDA.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MIDA.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MLAT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MLAT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MLAT.ZS.data;2 or 3 levels;Low weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MLAT.ZS.dataflat.data;Single level;Low weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MLTC.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MLTC.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MWBG.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.MWBG.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.OFFT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.OFFT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PBND.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PBND.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PCBK.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PCBK.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PNGB.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.PNGB.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DOD.PNGC.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PNGC.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PROP.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PROP.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PRVS.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PRVT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PRVT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PUBS.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.PUBS.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.VTOT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DOD.VTOT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.DSB.DPPG.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DSB.DPPG.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DXR.DPPG.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.DXR.DPPG.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.GPA.DPPG.data;2 or 3 levels;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.GPA.DPPG.dataflat.data;Single level;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.GPA.OFFT.data;2 or 3 levels;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.GPA.OFFT.dataflat.data;Single level;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.GPA.PRVT.data;2 or 3 levels;Low weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.GPA.PRVT.dataflat.data;Single level;Low weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.GRE.DPPG.data;2 or 3 levels;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.GRE.DPPG.dataflat.data;Single level;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.GRE.OFFT.data;2 or 3 levels;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.GRE.OFFT.dataflat.data;Single level;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.GRE.PRVT.data;2 or 3 levels;Low weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.GRE.PRVT.dataflat.data;Single level;Low weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INR.DPPG.data;2 or 3 levels;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.INR.DPPG.dataflat.data;Single level;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.INR.OFFT.data;2 or 3 levels;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.INR.OFFT.dataflat.data;Single level;Low weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.INR.PRVT.data;2 or 3 levels;Low weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INR.PRVT.dataflat.data;Single level;Low weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.BLAT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.BLAT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.BLTC.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.BLTC.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DECT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.DECT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.DECT.EX.ZS.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DECT.EX.ZS.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DECT.GN.ZS.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DECT.GN.ZS.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DIMF.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DIMF.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DLXF.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.DLXF.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.DPNG.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DPNG.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DPPG.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.DPPG.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.DSTC.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.DSTC.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.MIBR.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.MIBR.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.MLAT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.MLTC.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.MLTC.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.OFFT.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.OFFT.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Regular weight change
Datasets\wb-DT.INT.PBND.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.PBND.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.PCBK.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.PNGB.CD.data;2 or 3 levels;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.PNGB.CD.dataflat.data;Single level;High weight variance;Spiky insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.PNGC.CD.data;2 or 3 levels;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.PNGC.CD.dataflat.data;Single level;High weight variance;Low insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.PROP.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.PRVT.CD.data;2 or 3 levels;High weight variance;Regular insertions and deletions;Spiky weight change
Datasets\wb-DT.INT.PRVT.CD.dataflat.data;Single level;High weight variance;Regular insertions and deletions;Spiky weight change
